filename,text,duration
BV1Pk4y1D7NU_0078,旨在弥合数字鸿沟到2030年为1000万名学生提供数字技能培训应用支持学生协作探索,7.969
BV1Pk4y1D7NU_0079,数学科学等的学习具象化,2.3
BV1Pk4y1D7NU_0080,法国国家自然历史博物馆使用微软Hololens推出AR体验重生游客可以看到已经灭绝的动物,7.998
BV1Pk4y1D7NU_0081,并了解它们,1.152
BV1Pk4y1D7NU_0082,Glasgow大学与苏格兰国家博物馆正式推出预算560万磅的元宇宙博物馆项目将历史遗产和文化,7.989
BV1Pk4y1D7NU_0083,與XR融合起來提供博物館虛擬體驗,3.681
BV1Pk4y1D7NU_0084,日本青森县平川市的平和东小学利用AR技术模拟水灾体验学生佩戴潜水镜挑战在高度50厘米的,8.0
BV1Pk4y1D7NU_0085,流水中避开障碍物,1.984
BV1Pk4y1D7NU_0086,面向弱势群体自2015年开发的Future Gem地面投影AR系统只在面向患有智力障碍以及自闭症普及,7.951
BV1Pk4y1D7NU_0087,提供教育活动支持Gallard大学的橄榄球四分位将在比赛中使用5G支持的特制投资,8.0
BV1Pk4y1D7NU_0088,让听障选手能够看到AR战术指令,3.697
BV1Pk4y1D7NU_0089,不愧配备一个接收信号的镜片教练在场边用平板操作只是会直接传送显示在镜片上,7.323
BV1Pk4y1D7NU_0092,现在每天为大约400名患者进行远程检查,3.952
BV1Pk4y1D7NU_0094,听觉触觉模拟赋能退伍均衡的医疗健康体验,3.8
BV1Pk4y1D7NU_0096,最多14种皮肤护理问题能够精确检测用户皮肤是正常的敏感的干皮油皮还是混合皮,8.0
BV1Pk4y1D7NU_0097,发现泛红脱水等问题并指导用户选购适合自己的护理产品,4.992
BV1Pk4y1D7NU_0099,可以生成动画3D骑行者提供有700多条A2线路总距离超过1.5万千米类似的应用还有Twift和,8.0
BV1Pk4y1D7NU_0100,苹果计划同Nike合作推出Vision Pro沉浸式健身型应用包括设计专门的面部垫片来提高佩戴舒适,7.985
BV1Pk4y1D7NU_0101,并考虑为使用动感单车的用户提供互动型体验据了解苹果或推出瑜伽应用,8.0
BV1Pk4y1D7NU_0102,的摄像头观察用户的身体幅度来测量呼吸速率另外还可能有太极拳应用,6.44
BV1Pk4y1D7NU_0103,苹果Vision Pro还能用于诊断和治疗精神病症头戴设备配置一系列传感器和摄像头可以估测用户的面部,8.0
BV1Pk4y1D7NU_0104,表情和情绪情感发现不同程度的焦虑抑郁应激障碍等压力形式同时vision pro也可以,8.0
BV1Pk4y1D7NU_0105,估测用户的体重、瞳孔大小和行为举动发现潜在的帕金森的信号,6.4
BV1Pk4y1D7NU_0107,1月19日也就是今天开始预计今年晚些时候在更多国家启动销售,5.7
BV1Pk4y1D7NU_0111,一个医用口腔放大镜提供可以调节放大比率的高清数字放大镜功能以及接近零延迟的3D立体成像,8.0
BV1Pk4y1D7NU_0112,帮助医生精确了解观察环境,2.488
BV1Pk4y1D7NU_0113,斯坦福大学的学生研究者制作能够使用ChatGPT聊天机器人的AR智能眼镜RoseGPT,8.0
BV1Pk4y1D7NU_0114,和眼镜上配备摄像头麦克风高清显示屏结合AR AI包括OpenAI的语音识别工具Whisper,8.0
BV1Pk4y1D7NU_0115,为对话实时编写回复帮助不擅长社交的人参加工作面试进行公开演讲等等,6.568
BV1Pk4y1D7NU_0117,影像内容释放对应的香气刺激用户的嗅觉增加XR体验的沉浸感其中AromaSpeaker 60,7.987
BV1Pk4y1D7NU_0118,共有60种基本香气能够融合表现多种香味,3.986
BV1Pk4y1D7NU_0119,RamaJoin的设备兼容个人电脑智能手机VR、AR、蓝牙我们去年介绍过的OVR也是聚焦嗅觉机,8.0
BV1pz421Q7bf_0000,大家好今天我们来看这本书摆脱消极思考的9个习惯对应每个习惯书里分别介绍了5个小技巧,7.964
BV1pz421Q7bf_0001,是45个积极思考的技巧接下来我们一来看首先完完全全的接受自己,8.0
BV1pz421Q7bf_0003,第一个技巧是不是差距是不同,4.85
BV1pz421Q7bf_0004,我之前就总拿自己和别人比较而且是拿别人擅长的和自己不会的比较越比越自卑这时就应该看到自己的长处,8.0
BV1pz421Q7bf_0005,自己和别人是不同而不是差距每个人的时间和精力都是有限的总不能见到一个人擅长什么就自愿自已,8.0
BV1pz421Q7bf_0006,为啥不生成那个我并不比那个人差只是和他不同,4.899
BV1pz421Q7bf_0007,二接受多样的自己如果不够自信总是倾向于否定自己就该把自己的多样性写下来或者画出来,7.894
BV1pz421Q7bf_0008,接受开朗的自己接受内向的自己接受温柔的自己也接受暴躁泼辣的自己接受努力学习阳光生活的自己,7.894
BV1pz421Q7bf_0009,同时接受偶尔白烂啥都不干的自己,2.441
BV1pz421Q7bf_0010,接受矛盾的各种各样的自己,2.165
BV1pz421Q7bf_0011,三重新审视自己的规则想一想自己有没有擅自给生活画出一些条条框框比如我必须是这样的,7.961
BV1pz421Q7bf_0012,或者我一定要那样做才行,1.91
BV1pz421Q7bf_0013,这些自己给自己画的规矩不仅左右我们的行为也会影响我们的精神状态,4.877
BV1pz421Q7bf_0014,如果你觉得这些条条框框让自己苦不堪言或许可以试着丢掉一些过于严苛的让我必须这样做变成这样做的话,7.98
BV1pz421Q7bf_0015,改变措辞方式生活会轻松许多,2.442
BV1pz421Q7bf_0016,四 和自己比较,1.651
BV1pz421Q7bf_0017,之前看企鹅公路这部电影印象很深的一段台词是小男主说的,4.506
BV1pz421Q7bf_0018,输给别人没什么可耻的可耻的是输给昨天的自己我要努力探索这个世界每天都会努力进步,7.988
BV1pz421Q7bf_0019,超越昨天的自己,1.204
BV1pz421Q7bf_0020,如果不够自信就以自己为中心明确自己想要成为什么样的人然后一步一步逐渐进步,6.227
BV1pz421Q7bf_0021,5. 成長していく自分を楽しむ。每天都開心的成長吧。,4.455
BV1pz421Q7bf_0022,第二个好习惯是不去想着改变他人只想着改变自己的看法,4.47
BV1pz421Q7bf_0024,乞丐に寛容になる 宽容接纳他人的不同,3.505
BV1pz421Q7bf_0025,生活中偶尔会遇到讨厌的人他们之所以讨厌是因为我们透过自己的价值观自己的滤镜认为他们讨厌可以试着,7.992
BV1pz421Q7bf_0026,一些性格分析工具理性的看待他人的行为和特点,4.149
BV1pz421Q7bf_0027,宽容地接纳他们与自己的相关不相符的地方接受他人的不同,4.298
BV1pz421Q7bf_0028,第七个技巧是真正的站在对方的立场看问题,3.579
BV1pz421Q7bf_0029,如果有些人你无论如何都非常讨厌或许可以从不同角度看待他们的行为跳出自己的视角从第三方的视角审视,8.0
BV1pz421Q7bf_0030,甚至站在对方的立场从对方的角度思考这时你又会怎样看待那些你讨厌的行为呢,6.664
BV1pz421Q7bf_0031,第八个技巧是原谅无法原谅的人,2.829
BV1pz421Q7bf_0032,どうしても許せない人を許す,2.079
BV1pz421Q7bf_0033,如果有人做了对不起你的事记仇并不能让自己的生活更美好原谅他放下他才是及时止损,7.196
BV1pz421Q7bf_0034,或许可以站在更高的维度把他们看作是为自己的成长贡献了经验值感谢他们对自己的磨练然后愉快的让,7.996
BV1pz421Q7bf_0035,开心的人和事淡出生活,1.783
BV1pz421Q7bf_0036,九如果你想构筑良好的人际关系就成为第一个表达善意的人吧试着每天称赞三个人大家一起,7.935
BV1pz421Q7bf_0037,来传递圣意,1.052
BV1pz421Q7bf_0038,10 经营人际关系还需要画出恰到好处的界限清楚自己的主张画清自己可以接纳的边界,7.932
BV1pz421Q7bf_0039,有让你困扰的人和事可以结合具体的事情融入感情提出想法并且表达感谢勇敢的和对方沟通,7.428
BV1pz421Q7bf_0040,第三个习惯是徹底的具体化让一切彻底具象化,5.495
BV1pz421Q7bf_0041,要处理负面性情试着清楚的表达出来可以写在纸上为抽象模糊的情感找到明明白白的原因,7.298
BV1pz421Q7bf_0043,第一次不知道哪里会出现什么可能会非常害怕但是一旦了解了鬼屋的安排第二次第三次再去可能就没办法了,8.0
BV1pz421Q7bf_0044,没那么恐惧了如果对要做的事情感到不安和恐惧请试着想想可能会发生哪些场景并且提前做好功课,8.0
BV1pz421Q7bf_0045,可能事先收集足够的信息做到胸有成竹,3.148
BV1pz421Q7bf_0047,这样到比赛的时候就可以比较从容,2.764
BV1pz421Q7bf_0048,第13个技巧是 积极度的根拠を抑える,3.263
BV1pz421Q7bf_0049,我又一个问题就是什么事还没做呢先想各种可能根本不会发生的困难要摆脱这种没有根据的不安和忧虑,7.963
BV1pz421Q7bf_0050,就要提醒自己区分自己的意想和事实情况比如去年有段时间我一直手脚发麻持续了一个多月各种胡思乱想,7.946
BV1pz421Q7bf_0051,担惊受怕后来去医院排队做了检查说是各项指标正常于是症状也很快缓解了,6.353
BV1pz421Q7bf_0052,第14个技巧是让一切竖直化,3.078
BV1pz421Q7bf_0053,面对摸不到抓不着的没有实体的感觉我们可以为它赋予述职,4.807
BV1pz421Q7bf_0054,比如我因为手脚发麻而感到不安达到90%的程度那么去医院做检查的这个行为就可以让不安的感觉降到90%,7.952
BV1pz421Q7bf_0055,结果出来显示没事降到10%,3.289
BV1pz421Q7bf_0056,让感觉数字化有助于采取行动解决问题从而解决消极情感的问题,5.676
BV1pz421Q7bf_0057,第15个技巧是不要陷在对问题的不知所措里面而要明确找到让你感到不安的具体的因素,7.982
BV1pz421Q7bf_0058,来解决问题,1.788
BV1pz421Q7bf_0059,另一个好习惯是从多个角度看问题,5.42
BV1pz421Q7bf_0060,首先从远处看自己 遠くから自分を見る,3.481
BV1pz421Q7bf_0061,如果感到强烈的不安和压力可以想象自己不是自己站在一个客观的角度审视自己的状态好像在为自己的事情做事,7.929
BV1pz421Q7bf_0062,然后自己作为社交专家进行案例分析或许就能找到解决方案之前就有医疗健康领域的一个案例,8.0
BV1pz421Q7bf_0063,先让用户陈述自己的心理问题然后让一个虚拟形象扮演患者来讲述这些问题,8.0
BV1pz421Q7bf_0064,用户则作为心理医生面对面的分析解决这些自己的问题所谓不识卢山针面目只原生在此山头,8.0
BV1pz421Q7bf_0065,挑出自己也许就能轻松找到解决方案,3.175
BV1pz421Q7bf_0066,17 如果由于压力而视野变得狭隘跳不出来可以尝试角色扮演或者想象模仿,6.577
BV1pz421Q7bf_0067,假设自己现在是自己最尊敬和崇拜的人他会怎么处理这件事,4.736
BV1pz421Q7bf_0068,18和更加厉害的人比较如果你身处逆境觉得自己势单力薄可以读一读名人传记看一看,7.937
BV1pz421Q7bf_0069,了解了解厉害的人是如何克服艰难险阻的对比自己的问题也许就能获得战胜困难的勇气,7.358
BV1pz421Q7bf_0070,19站在较远的未来看现在,2.641
BV1pz421Q7bf_0071,如果现在感到绝望请试着站在较长的时间尺度上看问题,4.334
BV1pz421Q7bf_0072,比如因为训练而感到绝望请你想想10分钟后肚子饿了是不是可以吃点好吃的10个月后一切回归,7.983
BV1pz421Q7bf_0073,只是偶尔想起来还有淡淡的忧伤,3.087
BV1pz421Q7bf_0075,当初是因为傻感到绝望来着,2.121
BV1pz421Q7bf_0076,20如果你正面临一个有风险的挑战筹出不前举棋不定可以试着从悲观和乐观的角度预测事情的发展,7.966
BV1pz421Q7bf_0077,然后做出大概率更加贴合现实的预测,3.462
BV1pz421Q7bf_0078,第五个好习惯是做好自己能做的事情,2.997
BV1pz421Q7bf_0080,第21个技巧是,1.643
BV1pz421Q7bf_0081,不看结果看过程,1.688
BV1pz421Q7bf_0082,当你想要做一件事的时候首先设定理想的结果然后聚焦实现这个结果的过程就可以了比如徒步爬升,7.982
BV1pz421Q7bf_0083,想想今天要走50公里就感到很绝望天这么热恐高又不敢往下看但是step by step一步一步,7.998
BV1pz421Q7bf_0084,要走好脚下的每一步就走好了全程,2.376
BV1pz421Q7bf_0085,第22个技巧できるできないを分ける分清自己能做的和管不了的,5.692
BV1pz421Q7bf_0086,如果你觉得进退两难不知如何才好就请思考自己能做的事情和自己无能为力的事情然后去做自己能做的就好了,7.962
BV1pz421Q7bf_0087,近人士听天命,1.304
BV1pz421Q7bf_0088,23 如果对可能发生的事情感到不安那就试着做出备用的对策比如我对现在的工作能否持续感到不安,8.0
BV1pz421Q7bf_0089,那就在工作之余想想自己还能做什么其他的工作比如去烹饪学校学做菜成为厨师或者做自媒体,8.0
BV1pz421Q7bf_0090,科技美食娱乐等等不同主题也可能办一家面向儿童的才艺培训机构,5.682
BV1pz421Q7bf_0091,24不要刹车要行动前面说如果面临挑战不敢行动可以从悲观乐观和现实的角度做出预测,7.968
BV1pz421Q7bf_0092,除此之外还可以把自己不能立刻行动的原因写出来然后一一反驳就发现那些都是借口,7.36
BV1pz421Q7bf_0093,第25个技巧,0.986
BV1pz421Q7bf_0094,试着迈小步行动起来所谓河豹之目生于毫莫九层之台起于雷土千里之行始于足下,7.974
BV1pz421Q7bf_0096,因而盘山般的小小步伐也能聚沙成塔 极夜成囚走出绝望 走向希望,5.795
BV1pz421Q7bf_0097,下一个习惯是接受命运,4.315
BV1pz421Q7bf_0098,当然不是说什么都不做反正命运都安排好了而是我命由我不由天同时又兵来将挡水来土掩,7.974
BV1pz421Q7bf_0099,不接受坦然放手所谓行到水穷处坐看云起时,4.521
BV1pz421Q7bf_0100,首先接受不能改变的事情,2.287
BV1pz421Q7bf_0101,如果有件事让你一直很烦恼请思考自己可以控制的和不能控制的部分不能控制的部分就顺其自然就像前面说的,7.957
BV1pz421Q7bf_0102,只做自己能做的事情,1.527
BV1pz421Q7bf_0103,第二十七个技巧如果你想保持一颗平常心不论遇到什么情况都能相当淡定那就可以设想最坏的情况,7.894
BV1pz421Q7bf_0104,做好相应的准备有备无患,2.333
BV1pz421Q7bf_0105,第28个技巧如果遇到各种限制让你感觉局促和压力请告诉自己无规矩不成方圆限制条件,7.952
BV1pz421Q7bf_0106,也是一体两面他会制约你阻挠你但也在磨练你帮助你,4.926
BV1pz421Q7bf_0107,对于不确定的未来可以想象自己在人生的海洋上冲浪工作结婚创业多少事情都充满未知性,7.975
BV1pz421Q7bf_0108,但是你可以主动做出规划和对策乐观勇敢的迎接不确定的未来,5.19
BV1pz421Q7bf_0110,第七个积极思考的习惯是放弃完美主义,3.549
BV1pz421Q7bf_0111,完美主義をやめる,1.557
BV1pz421Q7bf_0112,认可例外的存在,1.547
BV1pz421Q7bf_0113,如果你是一个完美主义者凡事都不想妥协给自己施加了很大的压力你也不想这样的话那就请容许例外的存在和规则,8.0
BV1pz421Q7bf_0114,比如工作很多快把自己累垮了就要容许自己需要同事帮助的现实,6.07
BV1pz421Q7bf_0115,32 如果你看待事情非黑即白想做出一些改变那么可以设定一个基准达到基准的80%是可以接受的,7.991
BV1pz421Q7bf_0116,超过基准的120%是简胜天花的这样你就有了一个grazer不是黑也不是白而是相对灵活的,7.996
BV1pz421Q7bf_0117,积极意义上的灰色地带,1.905
BV1pz421Q7bf_0118,33严苛的完美主义不仅会让你倍感压力而且可能会让你偏离轨道吹毛求疵而误入歧途需要自己,8.0
BV1pz421Q7bf_0119,回归初心以目标为导向采取行动以工作为例需要站在委托人的角度考虑执行方案目的是,8.0
BV1pz421Q7bf_0120,实现委托人的诉求那么该做什么怎么做做到什么程度就比较清晰了,4.993
BV1pz421Q7bf_0121,34还是以工作为例对于一项任务应该分配有限的资源而不是无条件无休止的一味投入时间和精力,8.0
BV1pz421Q7bf_0122,加班加点追求不存在的绝对完美,2.988
BV1pz421Q7bf_0123,35如果完美主义的你认为要么不做要做就做的完美但又担心失败于是决定啥都不做这样的话,7.968
BV1pz421Q7bf_0124,永远都不会有任何成果或者进进如果你的失败不会对他人和社会造成什么损害那就请尽情失败,7.196
BV1pz421Q7bf_0125,边做边学迭代进化毕竟人生只有成长和成功没有失败,5.207
BV1pz421Q7bf_0126,"第八个好习惯是看到事情好的一面,ピラスの側面を見る。有句话说,When things look black,",7.97
BV1pz421Q7bf_0128,当事情看起来非常黑暗的时候一定还有一线希望,3.215
BV1pz421Q7bf_0129,silver lining就是云彩的那个边之前我爸就对我说人家都没事就你觉得心情郁闷本来天气挺好的,8.0
BV1pz421Q7bf_0130,你自己头上顶了块乌云怪谁啊,2.583
BV1pz421Q7bf_0131,言归正传看到事情好的一面包括看到失败的好的一面,4.403
BV1pz421Q7bf_0133,让失败成为宝贵的经验,1.891
BV1pz421Q7bf_0134,可以问自己以下几个问题首先如果给这次经历打分你会打多少分假设是20分那么这20分代表什么,7.924
BV1pz421Q7bf_0135,如何获得另外的80分下次遇到相似的事情你会想得到多少分,4.831
BV1pz421Q7bf_0136,就是让失败变成成功的途径之一,2.358
BV1pz421Q7bf_0137,那今天看孤独的美食家正好看到这个片段徒弟有件事没做好说自己失败了师傅问他最大的失败是什么,7.919
BV1pz421Q7bf_0138,答案是没有失败,1.726
BV1pz421Q7bf_0139,有些事情不失败是看不清的没有失败是最大的失败所以放开去失败吧就像前面说的,8.0
BV1pz421Q7bf_0140,成长和成功只要我不承认失败我就永远不会失败,4.027
BV1pz421Q7bf_0141,积极思考的第37个技巧是plus的意味を見つける如果你对近况感到不满请关注事情积极的一面,7.875
BV1pz421Q7bf_0142,比如公司的派遣安排可能会需要自己折腾一番但是有助于长期的成长再比如工作非常辛苦收入还不高,8.0
BV1pz421Q7bf_0143,他人和社会创造价值收获工作的意义,2.977
BV1pz421Q7bf_0144,第38个技巧前面说到把挑战和困难看作试炼当面对试炼的时候可以回想自己之前经历过怎样的试炼,7.991
BV1pz421Q7bf_0145,相信自己能够把今天的训练化作明天的能量,3.58
BV1pz421Q7bf_0146,39当你对生活的种种感到不满请试着一天感谢五个人把谢谢你挂在嘴边随时表达感谢,7.992
BV1pz421Q7bf_0147,包括感谢自己讨厌的人和事,2.386
BV1pz421Q7bf_0148,四十如果你觉得走出眼前的困境遥遥无际就请回想站在较长的时间尺度上看问题十个月后十年后,8.0
BV1pz421Q7bf_0149,现在困扰你的事情是否还会困扰你呢可以回想自己过去的经历回想当时的情绪是怎样变化的,8.0
BV1pz421Q7bf_0150,假想未来的自己会对现在的自己说什么,2.646
BV1pz421Q7bf_0151,最后活在当下,1.455
BV1pz421Q7bf_0153,一次只做一件事,1.407
BV1pz421Q7bf_0154,据说一心多用不是真的一心多用而是在多个任务之间快速切换造成同时处理多个任务的假象,7.144
BV1pz421Q7bf_0155,要训练一心一意专心致志的能力可以先把在意的事情都列出来然后心无旁骛的一个一个专注的完成,7.657
BV1pz421Q7bf_0156,42 如果对过去的失败和未来的不安让你心里焦脆请埋头工作或者沉浸在自己喜欢的爱好中,7.973
BV1pz421Q7bf_0157,达成心流的状态消解无畏的压力,3.056
BV1pz421Q7bf_0158,43 少想多做如果哪件事在你的脑海中挥之不去总是纠结可以设定专门的纠结时间,7.967
BV1pz421Q7bf_0159,每周三晚上7点到8点纠结一个小时除此之外的其他时间就该干啥干啥把纠结抛到哪后,7.1
BV1pz421Q7bf_0160,又或者你一直想学古琴,2.06
BV1pz421Q7bf_0161,但纠结自己可能没有时间那就先设定学习一个月一个月后再决定是否继续学习总之先开始,6.915
BV1pz421Q7bf_0162,44 如果离不开手机电脑上怎么也消化不完的互联网信息到了身心倍感压力的程度可以尝试信息,8.0
BV1pz421Q7bf_0163,创建一个无法查收互联网信息的空间和时间段在这个时空就安安静静的充分活在,8.0
BV1pz421Q7bf_0164,把一天当做一生来过说到这个就想起Steve Jobs乔布斯在2005年的斯坦福大学毕业典礼,7.975
BV1pz421Q7bf_0165,演讲说自己17岁的时候看到一句话,2.787
BV1pz421Q7bf_0167,如果你把每一天都当做人生的最后一天来过那么总有一天你会是对的,4.728
BV1pz421Q7bf_0168,那之后的33年 他每天早上对着镜子都会问自己 如果今天是你生命的最后一天 你会去做你打算做的事情吗,7.999
BV1pz421Q7bf_0169,如果连续好多天的答案都是不那么就一定要做出改变了,4.14
BV1pz421Q7bf_0170,几乎所有的事情都是暂时的所有的外界的期待内心的虚荣所有的恐惧尴尬以及失败这些都是暂时的,7.999
BV1pz421Q7bf_0171,所以跟着心走,1.433
BV1pz421Q7bf_0173,"以上就是这本书的内容总结,摆脱消极思考的九个习惯。",4.334
BV1pz421Q7bf_0175,"谢谢观看,下次见!",2.927
BV1Q6RuBEEUu_0002,保障企业数据不出狱的前提下解决AI流程在生产环境中无声崩溃无法断点续跑及缺乏人工审批机制的,8.0
BV1Q6RuBEEUu_0005,就能构建和部署与Cursor同源能力的智能体可以在本地或云端专用的虚拟机运行SDK将沙箱隔离,8.0
BV1Q6RuBEEUu_0006,环境配置状态管理和模型适配等复杂的技术设施封装起来致使在CICD流水线中直接调用智能体即使电脑进入了,8.0
BV1Q6RuBEEUu_0007,睡眠状态或网络中断任务也能持续执行并且自动提交代码创建pull request或生成演示推动编程智能体从,8.0
BV1Q6RuBEEUu_0009,"任何智能体内,端到端调用CTN2.0、GPT-Images2.0等顶级生成模型来创建内容。",8.0
BV1Q6RuBEEUu_0010,"NAI开发者现在可用GPG Realtime 1.5创建交互式应用,让用户能够以更自然的方式通过语音控制应用状态。",7.998
BV1Q6RuBEEUu_0014,进行创作和编辑,1.4
BV1Q6RuBEEUu_0016,主流办公应用产品支持自然语言生成文档与应用能够主动识别代办事项实现主动预判式办公,8.0
BV1Q6RuBEEUu_0018,提供轻量级蓝牙外设集成API将原本复杂的健全配网状态同步封装为标准接口该项目以深圳,8.0
BV1Q6RuBEEUu_0019,硬件为官方参考支持物理外授实时显示绘画状态审批权限请求等大幅降低AI硬件开发,8.0
BV1Q6RuBEEUu_0020,来以开源02.6参数10000亿模型采用多头潜在注意力与线性注意力架构以提升推理效率通过快速的,8.0
BV1Q6RuBEEUu_0022,多工具多步骤条件限制以最优token超好提供高阶智能能力,4.599
BV1Q6RuBEEUu_0023,Engram推出同名大型记忆模型Large Memory Models称是人类记忆的API旨在为应用赋予类人,7.933
BV1Q6RuBEEUu_0024,持久记忆能力实现无幻觉的完美记忆调取该架构不同于传统的RAC或向量搜索致力于让人们在虚,8.0
BV1Q6RuBEEUu_0025,一条信息的时候就能记起这条信息愿紧致打造一个所有人都能记住他们学过见过听过感受过的所有事物的世界,8.0
BV1Q6RuBEEUu_0026,重塑各行各业,1.341
BV1Q6RuBEEUu_0027,面壁智能联合进化大学等开源miniCPMO4.5这是一个参数91的全双宫全模态模型核心是,7.979
BV1Q6RuBEEUu_0028,将所有模态信息对齐到毫秒级时间片进行持续感知和响应实现端凑无需联网的实时运作,8.0
BV1Q6RuBEEUu_0029,是听说交互为开发智能座舱无障碍辅助等应用提供强大且高效的端测技术模型,7.385
BV1Q6RuBEEUu_0030,通讯开源翻译模型会员MT1.5参数18亿经过1.25bit量化后仅440兆支持33种语言,8.0
BV1Q6RuBEEUu_0031,五种方言1056个翻译方向可在手机上完全离线运行已集成到多个腾讯系产品,6.696
BV1Q6RuBEEUu_0032,英伟达开源Nimotron 3 Nano Army多模态大模型采用混合MOE架构原生统一视觉音频和文本能力模型在,8.0
BV1Q6RuBEEUu_0034,解决了传统多模态系统部署复杂效率低下的问题帮助企业和开发者大幅降低构建高效AI智能体的门槛XAI,8.0
BV1Q6RuBEEUu_0036,基础状态无法关闭或者调节强度专为追求高适时准确率的智能体工作流设计Grok 4.3支持100万,8.0
BV1Q6RuBEEUu_0037,Token上下文窗口且没有输出Token限制,3.098
BV1Q6RuBEEUu_0038,用户选择相册中的照片或视频并输入描述即可快速生成视觉特效,7.286
BV1Q6RuBEEUu_0039,阿里巴巴视频生成模型HappyHole C.0开启绘度测试模型采用音视频联合生成方案支持15秒多镜头叙事,8.0
BV1Q6RuBEEUu_0040,多化服饰配以及1080P超分输出支持对生存视频进行二次创作,4.972
BV1Q6RuBEEUu_0041,用户可通过自然语言描述快速发现音乐进行创作平台能够根据对主题风格情绪,8.0
BV1Q6RuBEEUu_0042,等描述创作成品歌曲为影视、广告、游戏等场景提供专业品质的音乐Clean AI发布《创作者计划3.0》,8.0
BV1Q6RuBEEUu_0043,并演示4K视频模型新模型能更好的保留细节支持多镜头叙事与音画同步自2024年6月发布,8.0
BV1Q6RuBEEUu_0044,以吸引全球6000多万创作者累计生存超过6亿个视频为超过3万家企业客户和开发者提供API服务,8.0
BV1Q6RuBEEUu_0045,覆盖广告营销、影视动画、游戏制作等行业,3.396
BV1Q6RuBEEUu_0046,用户点击未探索区域即可生成与现有环境自然衔接的新内容将既有世界无风,7.982
BV1Q6RuBEEUu_0047,可转到任何方向和角落,2.082
BV1Q6RuBEEUu_0048,AI3D公司Meshi宣布用户超过千万年度经常收入年翻14倍达到4000万美元Meshi的目标是让3D创作,8.0
BV1Q6RuBEEUu_0049,做像拍照一样简单帮助用户生成可直接用于3D打印的工业级质量模型切片通购率97%,8.0
BV1Q6RuBEEUu_0050,另有创意工坊支持上传照片一键生成3D钥匙扣并藏贴等等并直连3D打印供应链微软开源图像转送,8.0
BV1Q6RuBEEUu_0052,复杂属性的PBR材质的森林资产并完美呈现衣物、叶片等开放表面以及物体内部结构支持工业阶级,8.0
BV1Q6RuBEEUu_0053,超高新渲染与GLB格式输出,2.9
BV1Q6RuBEEUu_0054,微软推出World R1训练框架在不改变模型架构不增加额外视频训练数据以及推理成本的前提下利用强化学习,8.0
BV1Q6RuBEEUu_0055,来唤醒视频模型中沉睡的3D感知能力低成本解决视频生存中常见的几何畸变与物理不一致问题,8.0
BV1Q6RuBEEUu_0056,和高保证视频生成与可扩展3D世界模拟之间的鸿沟国产世界模型Worldscape 0.2在权威测评World Arena,8.0
BV1Q6RuBEEUu_0057,全球第一模型采用MOE架构的自回归视频扩散模型通过3D高斯建设精度注入几何鲜艳并利用非,8.0
BV1Q6RuBEEUu_0058,对称中游策略实现实时生成仅用约同行十分之一的参数量达成更高的物理可信度和实时性数数科技,8.0
BV1Q6RuBEEUu_0059,推出世界行动模型MultiBrain定位巨声智能机器人的通用大脑采用视频动作语言三流,8.0
BV1Q6RuBEEUu_0060,具备多本体适配多任务分化与长程任务执行的能力公司已与无界动力星辰智能等达成,8.0
BV1Q6RuBEEUu_0061,Figure宣布近120天内将Figure03的制造速度提升24倍从每天一台加速到每小时一台,7.999
BV1Q6RuBEEUu_0062,本周计划生产55台人形机器人规模化进程大幅加快,4.586
BV1Q6RuBEEUu_0063,Strike面向智能体推出Link钱包帮助用户安全的授权智能体代表自己进行支付据称OpenAI推出付费订阅计划,7.932
BV1Q6RuBEEUu_0065,公司面向酒店运营打造AI智能体系统融合语音作息由Lens Live语音智能体,8.0
BV1Q6RuBEEUu_0066,还有销售邮件智能体即刻处理邮箱信息总理会总请人类员工确认,8.0
BV1Q6RuBEEUu_0067,以及日常运营管理覆盖酒店后勤全域和根据具体情况生存工作计划提升运营效率和客户体验,7.999
BV1Q6RuBEEUu_0068,Zara AI是一家专注国际采购的AI代理中介致力于连接美国品牌与经过资质验证的海外工厂,8.0
BV1Q6RuBEEUu_0069,价格透明度质量控制支付条款等方面解决国际贸易参与方的痛点问题公司由一名厂三代和一名亚马逊工业,8.0
BV1Q6RuBEEUu_0070,在印尼的供应链资源与AI技术相较传统的采购代理能以更低的成本提速生产,8.0
BV1Q6RuBEEUu_0071,"开格AI推出基于风味图谱的实物AI系统Epicure,利用图神经网络融合百万实谱数据与风味图谱,",7.931
BV1Q6RuBEEUu_0072,分子化学信息构建可量化的食材风味向量研究表明AI可以从海量菜谱中学习到类似厨师职,8.0
BV1Q6RuBEEUu_0073,多维风味结构为可解释的菜谱生成风味创新健康饮食设计提供科学基础Anthropic推出生物性,8.0
BV1Q6RuBEEUu_0074,保含99个由领域专家设计的基于真实数据的开放性问题其中76个是人类感染的,8.0
BV1Q6RuBEEUu_0075,可以解决的另有23个是人类专家难以完成的Cloud模型在接近真实科研的环境中自由调用工具和数据库,8.0
BV1Q6RuBEEUu_0076,根据答案是否正确来评分结果显示这些模型在这23个人类困难题中解除大约30%并在一些其余题目中,8.0
BV1Q6RuBEEUu_0077,给出接近正确的结果分析发现模型主要通过整合大规模科学知识以及在不确定的时候并行尝试多种方法综合不同,8.0
